Date,High,Low,Open,Close,Volume,Adj Close
2018-02-01,5.849999904632568,5.53000020980835,5.650000095367432,5.679999828338623,913100,5.679999828338623
2018-02-02,5.53000020980835,5.309999942779541,5.53000020980835,5.340000152587891,1565300,5.340000152587891
2018-02-05,5.400000095367432,5.170000076293945,5.289999961853027,5.309999942779541,1030400,5.309999942779541
2018-02-06,5.239999771118164,5.019999980926514,5.130000114440918,5.170000076293945,2395300,5.170000076293945
2018-02-07,5.269999980926514,4.980000019073486,5.210000038146973,5.019999980926514,1528500,5.019999980926514
2018-02-08,6.429999828338623,5.489999771118164,5.570000171661377,5.650000095367432,5914500,5.650000095367432
2018-02-09,5.71999979019165,5.309999942779541,5.639999866485596,5.460000038146973,2927400,5.460000038146973
2018-02-12,5.690000057220459,5.460000038146973,5.489999771118164,5.510000228881836,1985100,5.510000228881836
2018-02-13,5.449999809265137,5.25,5.449999809265137,5.309999942779541,1214500,5.309999942779541
2018-02-14,5.46999979019165,5.150000095367432,5.199999809265137,5.349999904632568,1713400,5.349999904632568
2018-02-15,5.369999885559082,5.230000019073486,5.369999885559082,5.300000190734863,1208000,5.300000190734863
2018-02-16,5.380000114440918,5.239999771118164,5.25,5.320000171661377,899500,5.320000171661377
2018-02-20,5.460000038146973,5.309999942779541,5.329999923706055,5.400000095367432,962900,5.400000095367432
2018-02-21,5.460000038146973,5.349999904632568,5.389999866485596,5.360000133514404,742200,5.360000133514404
2018-02-22,5.539999961853027,5.380000114440918,5.489999771118164,5.460000038146973,1548200,5.460000038146973
2018-02-23,5.539999961853027,5.480000019073486,5.510000228881836,5.53000020980835,633800,5.53000020980835
2018-02-26,5.670000076293945,5.5,5.550000190734863,5.650000095367432,924000,5.650000095367432
2018-02-27,5.679999828338623,5.449999809265137,5.639999866485596,5.46999979019165,1093000,5.46999979019165
2018-02-28,5.519999980926514,5.019999980926514,5.480000019073486,5.039999961853027,1459500,5.039999961853027
2018-03-01,5.059999942779541,4.800000190734863,5.050000190734863,4.849999904632568,2483200,4.849999904632568
2018-03-02,4.929999828338623,4.739999771118164,4.800000190734863,4.820000171661377,1154600,4.820000171661377
2018-03-05,5.059999942779541,4.75,4.849999904632568,5.019999980926514,999100,5.019999980926514
2018-03-06,5.159999847412109,5.039999961853027,5.090000152587891,5.050000190734863,801300,5.050000190734863
2018-03-07,5.170000076293945,4.980000019073486,5.0,5.059999942779541,908600,5.059999942779541
2018-03-08,5.070000171661377,4.929999828338623,5.059999942779541,5.019999980926514,765800,5.019999980926514
2018-03-09,5.130000114440918,4.929999828338623,5.099999904632568,4.96999979019165,1166100,4.96999979019165
2018-03-12,5.019999980926514,4.940000057220459,4.980000019073486,4.949999809265137,456200,4.949999809265137
2018-03-13,5.019999980926514,4.889999866485596,4.940000057220459,4.900000095367432,565000,4.900000095367432
2018-03-14,4.940000057220459,4.78000020980835,4.900000095367432,4.840000152587891,782300,4.840000152587891
2018-03-15,4.889999866485596,4.800000190734863,4.889999866485596,4.829999923706055,425700,4.829999923706055
2018-03-16,5.059999942779541,4.820000171661377,4.829999923706055,5.0,2323800,5.0
2018-03-19,5.03000020980835,4.909999847412109,5.0,4.96999979019165,595700,4.96999979019165
2018-03-20,5.059999942779541,4.96999979019165,5.050000190734863,5.0,702100,5.0
2018-03-21,5.150000095367432,5.03000020980835,5.050000190734863,5.099999904632568,2165700,5.099999904632568
2018-03-22,5.070000171661377,4.78000020980835,5.010000228881836,4.809999942779541,1681900,4.809999942779541
2018-03-23,4.929999828338623,4.75,4.869999885559082,4.78000020980835,1052000,4.78000020980835
2018-03-26,4.860000133514404,4.539999961853027,4.809999942779541,4.71999979019165,1088300,4.71999979019165
2018-03-27,4.789999961853027,4.539999961853027,4.760000228881836,4.550000190734863,966100,4.550000190734863
2018-03-28,4.550000190734863,4.28000020980835,4.550000190734863,4.360000133514404,1097200,4.360000133514404
2018-03-29,4.570000171661377,4.360000133514404,4.360000133514404,4.550000190734863,1434900,4.550000190734863
2018-04-02,4.619999885559082,4.489999771118164,4.5,4.550000190734863,1313500,4.550000190734863
2018-04-03,4.889999866485596,4.570000171661377,4.570000171661377,4.869999885559082,1212700,4.869999885559082
2018-04-04,5.0,4.639999866485596,4.71999979019165,4.989999771118164,1264300,4.989999771118164
2018-04-05,5.380000114440918,5.0,5.0,5.289999961853027,2487600,5.289999961853027
2018-04-06,5.409999847412109,5.170000076293945,5.269999980926514,5.199999809265137,2217700,5.199999809265137
2018-04-09,5.25,5.170000076293945,5.25,5.179999828338623,1245700,5.179999828338623
2018-04-10,5.650000095367432,5.289999961853027,5.340000152587891,5.590000152587891,1481100,5.590000152587891
2018-04-11,5.960000038146973,5.579999923706055,5.599999904632568,5.809999942779541,3621500,5.809999942779541
2018-04-12,5.980000019073486,5.699999809265137,5.789999961853027,5.929999828338623,2548700,5.929999828338623
2018-04-13,6.179999828338623,5.940000057220459,5.960000038146973,6.090000152587891,3512700,6.090000152587891
2018-04-16,6.199999809265137,5.980000019073486,6.059999942779541,5.989999771118164,1331000,5.989999771118164
2018-04-17,6.159999847412109,5.980000019073486,5.989999771118164,6.130000114440918,1312000,6.130000114440918
2018-04-18,6.630000114440918,6.210000038146973,6.289999961853027,6.570000171661377,2461100,6.570000171661377
2018-04-19,6.730000019073486,6.440000057220459,6.630000114440918,6.510000228881836,2993200,6.510000228881836
2018-04-20,6.559999942779541,6.349999904632568,6.440000057220459,6.510000228881836,1182100,6.510000228881836
2018-04-23,6.53000020980835,6.320000171661377,6.409999847412109,6.489999771118164,1794900,6.489999771118164
2018-04-24,6.670000076293945,6.230000019073486,6.570000171661377,6.360000133514404,2315500,6.360000133514404
2018-04-25,6.760000228881836,6.309999942779541,6.340000152587891,6.639999866485596,2936200,6.639999866485596
2018-04-26,6.739999771118164,6.570000171661377,6.730000019073486,6.599999904632568,1416300,6.599999904632568
2018-04-27,6.599999904632568,6.460000038146973,6.519999980926514,6.510000228881836,493300,6.510000228881836
2018-04-30,6.739999771118164,6.449999809265137,6.449999809265137,6.639999866485596,2083700,6.639999866485596
2018-05-01,6.96999979019165,6.510000228881836,6.599999904632568,6.920000076293945,2031300,6.920000076293945
2018-05-02,7.150000095367432,6.78000020980835,6.849999904632568,7.070000171661377,2353900,7.070000171661377
2018-05-03,7.050000190734863,6.860000133514404,7.010000228881836,6.989999771118164,1177400,6.989999771118164
2018-05-04,7.329999923706055,6.920000076293945,6.960000038146973,7.159999847412109,1863500,7.159999847412109
2018-05-07,7.75,7.289999961853027,7.289999961853027,7.449999809265137,2403200,7.449999809265137
2018-05-08,7.480000019073486,7.159999847412109,7.449999809265137,7.340000152587891,3465800,7.340000152587891
2018-05-09,7.989999771118164,7.559999942779541,7.639999866485596,7.869999885559082,4122900,7.869999885559082
2018-05-10,8.229999542236328,7.869999885559082,8.0,8.149999618530273,3767200,8.149999618530273
2018-05-11,8.65999984741211,8.170000076293945,8.1899995803833,8.609999656677246,4695800,8.609999656677246
